WikipediaID,WikidataID,PrequelID,SequelID,FreebaseID,MovieName,ReleaseDate,BoxOffice,Runtime,Languages,Countries,Genres
,Q864518,Q841233,NaN,,RoboCop,12 February 2014,"242,688,965",117,English,,action film
,Q19842552,Q220192,NaN,,Zoolander 2,12 February 2016,NaN,100,English,,comedy film
,Q3296712,Q893919,Q529047,,XXXO,12 July 2010,NaN,186±1,NaN,,synth-pop
,Q11128986,Q6463691,Q11170099,,La tía de Carlitos,12 March 1953,NaN,63,Spanish,,comedy film
,Q284854,Q2053199,Q525285,,Out of Time,12 March 1991,NaN,NaN,NaN,,rock music
,Q21527079,Q2421027,NaN,,Notes from the Heart Healer,12 May 2012,NaN,90±0,English,,drama film
,Q100249617,Q959335,NaN,,2020 film directed by Sean McNamara,12 November 2020,NaN,NaN,English,,NaN
,Q6132127,Q568720,NaN,,Sonatas,12 October 1959,NaN,103±0,Spanish,,adventure film
,Q622851,Q622661,Q119498713,,2012 film directed by Kari Juusonen and Jørgen Lerdam,12 October 2012,"23,000,000",79,Finnish,,Christmas film
,Q611731,Q1866353,Q804250,,Hide from the Sun,12 September 2005,NaN,NaN,NaN,,alternative rock
,Q4816836,Q4816841,NaN,,2014 film directed by J. James Manera,12 September 2014,NaN,99,English,,science fiction film
,Q2577732,Q1165338,Q23706919,,Return of Daimajin,13 August 1966,NaN,79±0,Japanese,,fantasy film
,Q734951,Q1754690,Q20155876,,The Final Frontier,13 August 2010,NaN,"4,594",NaN,,heavy metal
,Q2182389,Q25069,Q5158588,,Enemy Zero,13 December 1996,NaN,NaN,NaN,,survival horror
,Q392684,Q1115105,Q10516771,,2012 film by Kathrine Windfeld,13 January 2012,NaN,108,Swedish,,thriller film
,Q864031,Q1184859,Q15304052,,2013 film directed by Kunihiko Yuyama,13 July 2013,NaN,70,Japanese,,anime film
,Q10261798,Q3282839,Q166084,,Cross Purposes Live,13 March 1995,NaN,NaN,NaN,,NaN
,Q2397978,Q2533505,Q1414733,,The Immaculate Collection,13 November 1990,NaN,NaN,NaN,,NaN
,Q7737298,Q7737297,Q402592,,The Good Witch's Gift,13 November 2010,NaN,83,English,,fantasy film
,Q14932750,Q1265087,NaN,,Dumb and Dumber To,13 November 2014,NaN,109,English,,comedy film
,Q19263636,Q5555971,NaN,,Ghayal Once Again,13 November 2015,NaN,NaN,Hindi,,action film
,Q21498231,Q6533789,Q28675763,,Letters to Santa 2,13 November 2015,NaN,NaN,Polish,,romantic comedy
,Q2356703,Q2120853,NaN,,All Stars 2: Old Stars,13 October 2011,NaN,NaN,Dutch,,comedy film
,Q18709329,Q3014230,NaN,,The Clan,13 October 2015,"20,381,995",110,Spanish,,biographical film
,Q263936,Q3489748,Q3511989,,1993 greatest hits album by Mike Oldfield,13 September 1993,NaN,NaN,NaN,,progressive rock
,Q13423790,Q122713,Q17452082,,Insidious: Chapter 2,13 September 2013,NaN,105,Indonesian,,horror film
,Q15626673,Q5360969,NaN,,The Crimes That Bind,13 September 2013,NaN,NaN,Japanese,,mystery fiction
,Q98078773,Q1475460,NaN,,2020 film directed by Joel Bakan and Jennifer Abbott,13 September 2020,NaN,NaN,NaN,,documentary film
,Q3256930,Q2709789,NaN,,Live 1969,14 April 2009,NaN,NaN,NaN,,folk rock
,Q19826654,Q280063,NaN,,The Visitors: Bastille Day,14 April 2016,NaN,110,French,,comedy film
,Q21034064,Q6124405,NaN,,Jak básníci čekají na zázrak,14 April 2016,NaN,120,Czech,,comedy film
,Q29044021,Q5015443,NaN,,Return to Cabin by the Lake,14 August 2001,NaN,NaN,English,,NaN
,Q1758468,Q2201,NaN,,Kick-Ass 2,14 August 2013,"60,795,985",103,English,,action film
,Q66424750,Q7734469,NaN,,Another Flip for Dominick,14 December 1982,NaN,NaN,English,,science fiction
,Q115623667,Q3057240,NaN,,2022 film directed by Jean-Christophe Roger and Julien Chheng,14 December 2022,NaN,80,French,,family film
,Q1372318,Q878544,NaN,,Yella,14 February 2007,NaN,89,German,,drama film
,Q19614711,Q105387,NaN,,Independence Day: Resurgence,14 July 2016,"389,681,935",120,English,,science fiction film
,Q897841,Q3637180,Q2527278,,To the 5 Boroughs,14 June 2007,NaN,NaN,NaN,,hip hop music
,Q55439830,Q327713,NaN,,Men in Black: International,14 June 2019,"65,030,511",114,English,,science fiction film
,Q5320170,Q5303316,NaN,,Dæmos Rising,14 March 2004,NaN,53±0,English,,science fiction film
,Q18161160,Q1150930,NaN,,Ironclad: Battle for Blood,14 March 2014,NaN,108,English,,adventure film
,Q4845793,Q211006,Q30610044,,Inferno,14 May 2013,NaN,NaN,NaN,,mystery fiction
,Q25461297,Q380667,Q108329738,,The Predator,14 September 2018,"160,542,134",107,English,,speculative/fantastic fiction film
,Q59587231,Q6296361,NaN,,Rust Never Sleeps,15 August 1979,NaN,103,NaN,,documentary film
,Q7523479,Q905129,NaN,,Singham Returns,15 August 2014,NaN,145,Hindi,,action film
,Q24933,Q897130,Q1614265,,The Haunted Castle,15 December 1960,NaN,97,German,,comedy film
,Q18811589,Q1340087,NaN,,Beyond Skyline,15 December 2017,NaN,105,English,,horror film
,Q13015010,Q1492931,Q16139898,,King Naresuan 2,15 February 2007,NaN,NaN,NaN,,NaN
,Q97930148,Q5167695,NaN,,2020 film directed by Travis Irvine,15 July 2020,NaN,96,English,,comedy film
,Q834413,Q431836,Q840476,,Radio K.A.O.S.,15 June 1987,NaN,"2,484",NaN,,rock music
,Q107203508,Q73279,NaN,,Evil Dead Rise,15 March 2023,NaN,97,English,,horror film
,Q6944505,Q2586425,NaN,,Muzzy Comes Back,15 May 1989,NaN,NaN,English,,NaN
,Q7434359,Q581666,NaN,,Scooby-Doo in film,15 May 2020,NaN,NaN,English,,comedy horror
,Q217023,Q151714,Q207502,,Bullet in a Bible,15 November 2005,NaN,115,NaN,,alternative rock
,Q114509449,Q17450,Q114512539,,iPie,15 November 2008,NaN,NaN,NaN,,NaN
,Q22074949,Q527380,NaN,,Bad Santa 2,15 November 2016,NaN,92,English,,black comedy film
,Q55815650,Q229603,NaN,,Charlie's Angels,15 November 2019,NaN,118,English,,action film
,Q105883525,Q3280057,NaN,,Jeepers Creepers: Reborn,15 September 2022,NaN,88,English,,horror film
,Q938644,Q580536,Q349943,,Fear of a Blank Planet,16 April 2007,NaN,NaN,NaN,,progressive metal
,Q19757672,Q1193433,Q54958357,,Ip Man 3,16 December 2015,NaN,105±1,Cantonese,,biographical film
,Q6127246,Q7811128,Q29566088,,Shuffleboarding,16 February 2009,NaN,NaN,English,,NaN
,Q548808,Q927961,Q117196203,,Largo Winch II,16 February 2011,NaN,119±0,French,,adventure film
,Q60539416,Q7388476,NaN,,The Storage 2,16 February 2018,NaN,NaN,Finnish,,comedy film
,Q15401854,Q6321287,Q60737525,,2015 Swedish film directed by Alain Darborg,16 January 2015,NaN,91,Swedish,,adventure film
,Q18639756,Q158398,NaN,,Iron Sky: The Coming Race,16 January 2019,NaN,NaN,English,,science fiction film
,Q29021224,Q539269,Q31271357,,Bad Boys for Life,16 January 2020,"419,074,646",123,English,,action film
,Q11735883,Q4993093,Q16323836,,Karla &amp; Katrine,16 July 2010,NaN,87,Danish,,family film
,Q56850065,Q834165,Q622435,,Space Jam: A New Legacy,16 July 2021,"163,732,928",115,English,,sport film
,Q1046638,Q1028548,Q1459193,,"Lines, Vines and Trying Times",16 June 2009,NaN,NaN,NaN,,pop music
,Q1072774,Q987305,NaN,,television series,16 March 2003,NaN,266,English,,television series based on a novel
,Q17479162,Q3679167,NaN,,Return to Nuke 'Em High Vol.1,16 May 2013,NaN,85,English,,science fiction film
,Q6656418,Q7923339,Q9094762,,Live at Shepherds Bush Empire,16 November 1998,NaN,NaN,NaN,,NaN
,Q26963316,Q16158083,NaN,,album by George Carlin,16 September 2016,NaN,NaN,NaN,,comedy
,Q48314059,Q599095,Q96376122,,Deep Blue Sea 2,17 April 2018,NaN,94,English,,horror film
,Q16681682,Q2870408,NaN,,2011 television film directed by Neill Fearnley,17 December 2011,NaN,NaN,English,,drama film
,Q80322391,Q207536,NaN,,The Matrix Resurrections,17 December 2021,NaN,148,English,,cyberpunk
,Q112234395,Q333637,NaN,,I'll Get You! Holidays,17 December 2021,NaN,NaN,Russian,,comedy
,Q10965854,Q3742314,Q17381942,,Kummelin Jackpot,17 February 2006,NaN,93±0,Finnish,,comedy film
,Q13424079,Q555995,NaN,,Screamers: The Hunting,17 February 2009,NaN,91±0,English,,science fiction film
,Q3428189,Q641049,Q41695165,,2011 film by Harald Sicheritz,17 February 2011,NaN,90,German,,comedy film
,Q902672,Q1048846,NaN,,Jack Ryan: Shadow Recruit,17 January 2014,"135,503,748",105,English,,thriller film
,Q71327748,Q3480269,NaN,,Pelle No-Tail,17 January 2020,NaN,67,Swedish,,family film
,Q520040,Q600584,Q830813,,Cryptic Writings,17 June 1997,NaN,"2,804",NaN,,traditional heavy metal
,Q9321426,Q132863,Q21079862,,Finding Dory,17 June 2016,"486,295,561",97,English,,comedy film
,Q96384351,Q4655516,NaN,,South Korean 2020 film,17 June 2021,NaN,117,Korean,,horror film
,Q324063,Q2338099,NaN,,1973 animated short film directed by Isao Takahata,17 March 1973,NaN,38,Japanese,,children's film
,Q18400868,Q62350,NaN,,2016 animated feature film,17 March 2016,NaN,80,Russian,,children's film
,Q27590086,Q3473636,NaN,,Sarkar 3,17 March 2017,NaN,130,Hindi,,drama film
,Q1507902,Q1756647,Q1324743,,Let It Be… Naked,17 November 2003,NaN,"141,420",NaN,,rock music
,Q2439635,Q3179316,Q2699315,,Battle Studies,17 November 2009,NaN,NaN,NaN,,pop rock
,Q114995974,Q4655922,NaN,,A Christmas Story Christmas,17 November 2022,NaN,98,NaN,,comedy film
,Q954280,Q2628800,Q1933869,,Thornography,17 October 2006,NaN,NaN,NaN,,extreme metal
,Q6690367,Q6690556,Q3040349,,Love Begins,17 September 2011,NaN,89,English,,film based on a novel
,Q18154069,Q761519,NaN,,Sinister 2,17 September 2015,NaN,97,English,,horror film
,Q18604504,Q14772351,Q20502242,,Suicide Squad,18 August 2016,"746,846,894",123,English,,science fiction film
,Q26252643,Q514348,NaN,,Flatliners,18 August 2017,NaN,110,English,,horror film
,Q2646419,Q626954,NaN,,The Olsen Gang's Last Trick,18 December 1998,NaN,105,Danish,,comedy film
,Q1158850,Q1627835,Q26963140,,2007 DVD/Home Video released by Kiss and VH1 Classic Records,18 December 2007,NaN,NaN,NaN,,hard rock
,Q15916752,Q476726,NaN,,2014 film directed by Shawn Levy,18 December 2014,"363,204,635",98,English,,comedy film
,Q19801728,Q303678,NaN,,2015 film directed by Walt Becker,18 December 2015,"234,798,636",92,English,,adventure film
,Q1656302,Q851825,NaN,,I Travel Alone,18 February 2011,NaN,94±0,Norwegian,,drama film
,Q4655946,Q5422703,NaN,,A Class Divided,18 January 2019,NaN,"3,181.0",English,,NaN
,Q903930,Q858842,NaN,,RED 2,18 July 2013,NaN,116,English,,action film
,Q15631322,Q1657080,NaN,,Planes: Fire &amp; Rescue,18 July 2014,NaN,83,English,,comedy film
,Q779495,Q208227,Q109214,,Works,18 June 1983,NaN,"2,530",NaN,,progressive rock
,Q3596345,Q1195553,Q3794075,,The Three Musketeers in Boots,18 March 1972,NaN,53,Japanese,,NaN
,Q111679291,Q1689412,Q111679292,,Power Pals,18 May 2004,NaN,NaN,English,,comedy television program
,Q31202708,Q110138,NaN,,Top Gun: Maverick,18 May 2022,"1,443,725,344",130,English,,action film
,Q24278982,Q182373,NaN,,2023 film directed by James Mangold,18 May 2023,"295,000,000",154,English,,adventure film
,Q27121159,Q490464,NaN,,Disenchanted,18 November 2022,NaN,118,English,,adventure film
,Q21198266,Q6186873,NaN,,Jesse Stone: Lost in Paradise,18 October 2015,NaN,86,English,,mystery film
,Q58879016,Q219810,NaN,,Zombieland: Double Tap,18 October 2019,"59,307,000",93,English,,zombie comedy
,Q54437950,Q172271,NaN,,Maleficent: Mistress of Evil,18 October 2019,"65,412,000",119,English,,family film
,Q3572712,Q1480806,NaN,,Yossi,19 April 2012,NaN,84±0,Hebrew,,romance film
,Q18086263,Q848785,Q22582300,,Jarhead 2: Field of Fire,19 August 2014,NaN,102±0,English,,war film
,Q10538888,Q1138620,Q1066098,,Jackass 2.5,19 December 2007,NaN,64,English,,NaN
,Q24272881,Q209170,NaN,,Mary Poppins Returns,19 December 2018,"346,800,000",130,English,,musical film
,Q29580929,Q3604746,Q29580931,,Avatar 3,19 December 2025,NaN,NaN,English,,action film
,Q1766557,Q426467,Q107050761,,Olsenbandens siste stikk,19 February 1999,NaN,101±0,Norwegian,,comedy film
,Q5491984,Q5490992,Q5492167,,The Face of Evil,19 January 1978,NaN,NaN,English,,NaN
,Q2218953,Q2249212,Q1031956,,Manual of Love 2,19 January 2007,NaN,125,Italian,,comedy film
,Q7906333,Q1359366,Q17183987,,V/H/S/2,19 January 2013,795.661,96,English,,horror film
,Q15733825,Q477299,NaN,,Dead Snow: Red vs. Dead,19 January 2014,NaN,100,Norwegian,,zombie comedy
,Q2487686,Q1155811,Q2109484,,K3 en het ijsprinsesje,19 July 2006,NaN,NaN,Dutch,,family film
,Q115932556,Q683663,NaN,,Twisters,19 July 2024,NaN,132.0,English,,disaster film
,Q6151665,Q232774,Q24251026,,2014 science fiction film directed by Michael Bay,19 June 2014,"1,104,054,072",165,English,,science fiction film
,Q6144664,Q641362,Q113877606,,Inside Out,19 June 2015,"857,611,174",94,English,,comedy film
,Q17509388,Q4650083,NaN,,ABCD: Any Body Can Dance 2,19 June 2015,NaN,154,Hindi,,musical film
,Q683079,Q836687,Q390234,,Violator,19 March 1990,NaN,"2,822",NaN,,synth-pop
,Q121088318,Q7810384,NaN,,Spinal Tap II,19 March 2024,NaN,NaN,English,,mockumentary
,Q29565200,Q2979820,Q29565202,,Survival of the Idiots/Dumped,19 May 2001,NaN,"1,479.0",English,,NaN
,Q20430699,Q192686,Q115932544,,Alien: Covenant,19 May 2017,"240,891,763",122,English,,science fiction film
,Q114771310,Q64017,NaN,,Return to Silent Hill,19 October 202,NaN,398.0,English,,horror film
,Q1047959,Q1362830,Q16835671,,Doll Domination,19 September 2008,NaN,NaN,NaN,,synth-pop
,Q2111133,Q189330,NaN,,Batman in film,1940s,NaN,NaN,English,,subject named as
,Q3461378,Q2925360,Q3431703,,Sagebrush Sadie,2 April 1928,NaN,6,NaN,,silent film
,Q11492631,Q7742393,Q11572175,,Akuma no temari-uta,2 April 1977,,144,Japanese,,NaN
,Q10470064,Q1764335,,,The Social Contract,2 April 1993,NaN,87,Swedish,,documentary film
,Q29565347,Q1686877,Q29565348,,episode of SpongeBob SquarePants (S5 E13),2 August 2007,NaN,"1,408.0",English,,NaN
,Q12161666,Q925421,Q28130946,,Curse of Chucky,2 August 2013,NaN,97±0,English,,horror film
,Q23755501,Q2705401,Q63398606,,2016 film by Michelle Johnston,2 August 2016,NaN,93,English,,musical film
,Q19427412,Q1042099,NaN,,2016 animated film directed by Davis Doi,2 February 2016,NaN,82,English,,adventure film
,Q19866947,Q468253,NaN,,Rings,2 February 2017,NaN,102,English,,horror film
,Q106188421,Q542688,Q676216,,Q106188421,2 July 1989,NaN,76,French,,NaN
,Q29565386,Q1317749,Q7578989,,Pineapple Fever/Chum Caverns,2 June 2009,NaN,"1,396±1",English,,NaN
,Q752439,Q381756,Q377710,,Appointment with Death,2 May 1938,NaN,NaN,NaN,,detective fiction
,Q4254026,Q229808,Q2307877,,The Amazing Spider-Man 2,2 May 2014,"708,982,323",142,English,,action film
,Q1453421,Q750001,Q281030,,AFI,2 November 2004,NaN,NaN,NaN,,punk rock
,Q5394973,Q7744746,Q17384754,,Vares – The Girls of April,20 April 2011,NaN,NaN,Finnish,,crime film
,Q218516,Q717510,Q15279283,,2013 Japanese animated film by Kōbun Shizuno,20 April 2013,NaN,110,Japanese,,crime film
,Q21528089,Q1779139,NaN,,Super Troopers 2,20 April 2018,"26,210,667",100,English,,comedy film
,Q1161289,Q713543,NaN,,Catcher: Cat City 2,20 December 2007,NaN,90,Hungarian,,comedy film
,Q903821,Q785058,NaN,,Sammy 2,20 December 2012,NaN,92,English,,adventure film
,Q20762680,Q148326,Q60501923,,2017 film directed by Jake Kasdan,20 December 2017,"962,102,237",119,English,,adventure film
,Q20762680,Q222939,Q60501923,,2017 film directed by Jake Kasdan,20 December 2017,"962,102,237",119,English,,adventure film
,Q113300586,Q61883088,NaN,,Ghostbusters: Frozen Empire,20 December 2023,NaN,NaN,English,,comedy film
,Q15028220,Q925072,NaN,,Hot Tub Time Machine 2,20 February 2015,NaN,93,English,,comedy film
,Q21869840,Q650613,Q30939513,,Split,20 January 2017,"278,454,358",116,English,,thriller film
,Q88563268,Q323392,Q112183099,,Scream,20 January 2022,"140,041,405",114,English,,slasher film
,Q36951175,Q188850,NaN,,Mamma Mia! Here We Go Again,20 July 2018,"394,700,000",114,English,,musical film
,Q2634539,Q2635839,Q1142018,,2006 live soundtrack album by Madonna,20 June 2006,NaN,NaN,NaN,,dance music
,Q3835479,Q1089169,Q6656272,,Live on the Other Side,20 June 2006,NaN,NaN,NaN,,nu metal
,Q4046507,Q2406406,Q4034005,,Partial Terms of Endearment,20 June 2010,NaN,NaN,English,,animated sitcom
,Q29565305,Q4040454,Q29565306,,Skill Crane/Good Neighbors,20 May 2005,NaN,"1,452.0",English,,NaN
,Q16028839,Q1624413,NaN,,Queen and Country,20 May 2014,NaN,115,English,,drama film
,Q1357277,Q1764731,Q290949,,U218 Singles,20 November 2006,NaN,NaN,NaN,,rock music
,Q11909982,Q843612,NaN,,Bridget Jones's Baby,20 October 2016,"211,952,420",122,English,,romance film
,Q703453,Q1766979,Q591157,,Artist Collection,20 September 2004,NaN,NaN,NaN,,pop music
,Q12600478,Q486850,NaN,,"The Mafia, the Salesman",20 September 2007,NaN,110,Korean,,action film
,Q35160593,Q967478,NaN,,Johnny English Strikes Again,20 September 2018,NaN,89,English,,comedy film
,Q54854465,Q159870,NaN,,Rambo: Last Blood,20 September 2019,NaN,89,English,,action thriller
,Q7768886,Q1810459,NaN,,The Thompsons,21 August 2012,NaN,82,English,,horror film
,Q14370516,Q210812,Q108813842,,The Expendables 3,21 August 2014,"214,700,000",126±1,English,,thriller film
,Q2395231,Q1831060,Q8882774,,Spider-Man Strikes Back,21 December 1978,NaN,90,English,,science fiction film
,Q2438202,Q603120,Q2074903,,A Garfield Christmas,21 December 1987,NaN,23,English,,Christmas film
,Q61951893,Q7534893,NaN,,Ski School 2,21 February 1994,NaN,NaN,English,,comedy film
,Q13385946,Q1573662,NaN,,The Raid 2,21 January 2014,NaN,150,Indonesian,,martial arts film
,Q4120951,Q550558,NaN,,Muppets Most Wanted,21 March 2014,NaN,107,English,,musical film
,Q17050203,Q1055785,NaN,,Kamisama no Karute 2,21 March 2014,NaN,NaN,Japanese,,NaN
,Q4142083,Q574583,Q10307713,,2014 film by Francis Lawrence,21 November 2014,"755,356,711",123±1,English,,science fiction film
,Q4142083,Q574583,Q10307713,,2014 film by Francis Lawrence,21 November 2014,"755,356,711",123±1,English,,science fiction film
,Q3876782,Q322328,Q3283340,,2004 video game,21 October 2004,NaN,NaN,NaN,,action-adventure game
,Q16744219,Q7737310,Q5957317,,"Lips, or Almighty Cod",21 September 1976,NaN,NaN,English,,NaN
,Q18485021,Q624603,NaN,,The Huntsman: Winter's War,22 April 2016,NaN,114,English,,dark fantasy
,Q3560155,Q304351,NaN,,Twenty Years After,22 December 1922,NaN,NaN,French,,swashbuckler film
,Q3503798,Q2361395,Q221580,,The Creation of the Universe,22 December 2008,NaN,NaN,NaN,,experimental music
,Q28753302,Q2991452,NaN,,Tiger Zinda Hai,22 December 2017,NaN,145,Hindi,,action film
,Q3137590,Q1482548,Q1027581,,Luminescence,22 February 2005,NaN,NaN,NaN,,pop music
,Q961035,Q596569,Q1151689,,2002 concert DVD by Britney Spears,22 January 2002,NaN,NaN,NaN,,pop music
,Q23758755,Q109135,NaN,,T2 Trainspotting,22 January 2017,NaN,117,English,,black comedy film
,Q15965953,Q35951,Q105992748,,Ice Age: Collision Course,22 July 2016,"408,600,000",94,English,,science fiction film
,Q9335694,Q988036,Q11090242,,The Return of Pom Pom,22 June 1984,NaN,83,Cantonese,,comedy film
,Q2527278,Q3631303,Q1933719,,The Mix-Up,22 June 2007,NaN,NaN,NaN,,jazz-funk
,Q21877685,Q3512046,Q67775520,,2018 5th Jurassic Park film directed by Juan Antonio Bayona,22 June 2018,"1,309,500,000",128,English,,science fiction film
,Q694040,Q841882,Q587854,,Flatfoot in Africa,22 March 1978,NaN,115,Italian,,comedy film
,Q27826501,Q1388653,NaN,,Pacific Rim: Uprising,22 March 2018,"290,930,148",111,English,,dystopian film
,Q487447,Q129193,Q324262,,Kung Fu Panda 2,22 May 2011,"665,692,281",91,English,,comedy film
,Q487447,Q81205,Q324262,,Kung Fu Panda 2,22 May 2011,"665,692,281",91,English,,comedy film
,Q487447,Q81205,Q324262,,Kung Fu Panda 2,22 May 2011,"665,692,281",91,English,,comedy film
,Q487447,Q2614318,Q324262,,Kung Fu Panda 2,22 May 2011,"665,692,281",91,English,,comedy film
,Q15905872,Q1192607,NaN,,Bony a klid 2,22 May 2014,NaN,NaN,Czech,,drama film
,Q5523028,Q5523025,Q567750,,Garfield's Thanksgiving,22 November 1989,NaN,24,English,,NaN
,Q60487,Q60506,NaN,,2012 film by Bill Condon,22 November 2012,"829,746,820",116,English,,romance film
,Q115789958,Q128518,NaN,,Gladiator 2,22 November 2024,NaN,NaN,English,,sword-and-sandal film
,Q3501102,Q3502474,Q65740184,,2Bobule,22 October 2009,NaN,NaN,Czech,,comedy film
,Q3286294,Q3286274,Q3286256,,Supernatural,22 September 1998,NaN,NaN,NaN,,Christian rock
,Q1085726,Q590975,Q1950726,,Live in Gdańsk,22 September 2008,NaN,"8,938",NaN,,progressive rock
,Q7739070,Q2518238,Q3280977,,The Hawk Is Howling,22 September 2008,NaN,NaN,NaN,,post-rock
,Q19911394,Q753517,NaN,,Limitless,22 September 2015,NaN,NaN,English,,police television drama
,Q20898640,Q1092933,NaN,,Boyka: Undisputed,22 September 2016,NaN,87,English,,action film
,Q2587141,Q3492617,Q2587136,,The Impossible Astronaut,23 April 2011,NaN,45,English,,biographical film
,Q4133372,Q129657,NaN,,Gantz: Perfect Answer,23 April 2011,NaN,141±1,Japanese,,action film
,Q2941237,Q776085,NaN,,Chinese Puzzle,23 August 2013,NaN,117,English,,romantic comedy
,Q20463713,Q6491585,NaN,,S3,23 December 2016,NaN,NaN,Tamil,,thriller film
,Q754161,Q667054,Q221254,,Rebirth,23 February 2005,NaN,"2,897",NaN,,contemporary R&amp;B
,Q6434144,Q182206,NaN,,2021 film directed by Hideaki Anno,23 January 2021,"92,246,218",155,Japanese,,science fiction film
,Q3486629,Q3061047,Q3141074,,Sleigh Bells,23 July 1928,NaN,6±0,English,,comedy film
,Q23755417,Q5913754,NaN,,2013 film,23 July 2013,NaN,95,English,,comedy film
,Q17548046,Q628154,Q29261993,,2015 film directed by Christopher McQuarrie,23 July 2015,"682,714,267",131,English,,thriller film
,Q4985891,Q197491,Q19347291,,X-Men: Days of Future Past,23 May 2014,"746,045,700",131,English,,action film
,Q746325,Q300624,Q276546,,Live Shit: Binge &amp; Purge,23 November 1993,NaN,"10,656",NaN,,thrash metal
,Q502167,Q1930607,Q154111,,S&amp;M,23 November 1999,NaN,"7,982",NaN,,heavy metal
,Q2739388,Q19978,Q19979,,2004 single by Jay-Z and Linkin Park,23 November 2004,NaN,245±1,NaN,,hardcore hip hop
,Q29565352,Q7171458,Q4053069,,episode of SpongeBob SquarePants (S5 E17),23 November 2007,NaN,"1,417.0",English,,NaN
,Q99671372,Q186323,NaN,,Borat Subsequent Moviefilm,23 October 2020,NaN,96,English,,parody film
,Q15177422,Q872548,Q18644470,,Tatort: Finderlohn,24 April 1977,NaN,85±1,German,,crime film
,Q374724,Q845863,Q846776,,Around the World,24 April 1999,NaN,NaN,NaN,,contemporary R&amp;B
,Q2564124,Q1259032,Q2564194,,Rebirth,24 June 2010,NaN,21,English,,NaN
,Q238235,Q12767326,Q15303590,,4,24 June 2011,NaN,NaN,NaN,,contemporary R&amp;B
,Q11802107,Q929494,NaN,,The Beads of One Rosary,24 March 1980,NaN,106,Polish,,comedy film
,Q20022643,Q525415,Q117444564,,My Big Fat Greek Wedding 2,24 March 2016,"88,900,000",94,English,,romantic comedy
,Q1050779,Q6655722,Q531417,,OU812,24 May 1988,NaN,NaN,NaN,,glam metal
,Q4656172,Q5732171,NaN,,episode of Talking Heads,24 May 1988,NaN,NaN,NaN,,NaN
,Q1028638,Q3489435,Q531616,,Guitars,24 May 1999,NaN,"2,566",NaN,,progressive rock
,Q5516100,Q401976,Q14650496,,Fast &amp; Furious 6,24 May 2013,"788,680,968",130,English,,heist film
,Q100361125,Q1757288,Q1757288,,Furiosa: A Mad Max Saga,24 May 2024,NaN,NaN,English,,action film
,Q655602,Q4992345,Q366371,,1995 studio album by The Smashing Pumpkins,24 October 1995,NaN,"7,310",NaN,,alternative rock
,Q12124800,Q12124801,NaN,,2006 film,24 October 2006,NaN,NaN,English,,children's film
,Q12124800,Q12124801,NaN,,2006 film,24 October 2006,NaN,NaN,English,,children's film
,Q1931650,Q2541408,Q13933121,,"Audio, Video, Disco.",24 October 2011,NaN,"2,785",NaN,,electro house
,Q17264034,Q6421975,Q17263964,,Twigson Ties the Knot,24 September 2010,NaN,NaN,Norwegian,,comedy film
,Q17165619,Q1758576,NaN,,Klown Forever,24 September 2015,NaN,99±0,Danish,,drama film
,Q2630967,Q1753426,Q1032217,,Silver &amp; Gold,25 April 2000,NaN,"2,350",NaN,,folk rock
,Q913320,Q1317224,Q961814,,Survivor,25 April 2001,NaN,NaN,NaN,,contemporary R&amp;B
,Q221019,Q979001,Q11689338,,The Formation of Damnation,25 April 2008,NaN,NaN,NaN,,thrash metal
,Q4114643,Q4378413,NaN,,The Return of Buratino,25 April 2013,NaN,74,Russian,,comedy film
,Q3411573,Q2737320,Q3764725,,Vettaiyaadu Vilaiyaadu,25 August 2006,NaN,NaN,Tamil,,action film
,Q15039856,Q1655288,Q21148936,,I Spit on Your Grave 2,25 August 2013,NaN,106±0,English,,horror film
,Q18552037,Q388476,NaN,,Mechanic: Resurrection,25 August 2016,NaN,98,English,,action film
,Q18703028,Q499851,NaN,,Now You See Me 2,25 August 2016,"334,901,337",129,English,,heist film
,Q1759641,Q1767472,Q3351715,,1994 Swedish film directed by Colin Nutley,25 December 1994,NaN,138±0,Swedish,,drama film
,Q4034086,Q769920,NaN,,Another Version of the Truth,25 December 2009,NaN,NaN,NaN,,industrial rock
,Q18170288,Q7771632,NaN,,The Amazing Praybeyt Benjamin,25 December 2014,NaN,NaN,Filipino,,fantasy film
,Q3230450,Q1158766,Q1158729,,Alpine Climbers,25 July 1936,NaN,9,English,,NaN
,Q17713411,Q641760,NaN,,Ted 2,25 June 2015,"216,700,000",115±1,English,,comedy film
,Q19858,Q19994,Q19996,,Meteora,25 March 2003,NaN,"2,195",NaN,,nu metal
,Q1252059,Q390552,Q1791013,,2005 film by Jørgen Lerdam,25 November 2005,NaN,77,German,,family film
,Q2470017,Q2657890,Q2656303,,Chocolate,25 November 2005,NaN,NaN,English,,horror fiction
,Q18822138,Q724455,Q50233658,,Creed,25 November 2015,"173,578,883",133,English,,drama film
,Q23925057,Q766770,NaN,,The Queen of Spain,25 November 2016,NaN,128,Spanish,,comedy drama
,Q7675744,Q7675741,NaN,,Tai Chi Hero,25 October 2012,NaN,100,Standard Mandarin,,martial arts film
,Q1159369,Q1993454,Q4049218,,Lottery Fever,25 September 2011,NaN,NaN,English,,animated sitcom
